SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
PNC, EQ, 28-Mar-2019, 18.40, 19.70, 19.95, 17.85, 18.05, 18.20, 18.03, 1028, 0.19, 22, 590, 57.39
PNCINFRA, EQ, 28-Mar-2019, 147.55, 147.55, 152.80, 147.00, 147.00, 147.60, 149.22, 173577, 259.01, 2833, 120636, 69.50
PODDARHOUS, EQ, 28-Mar-2019, 480.00, 475.00, 475.00, 455.10, 471.95, 461.65, 462.81, 279, 1.29, 82, 149, 53.41
PODDARMENT, EQ, 28-Mar-2019, 177.45, 175.00, 179.95, 173.70, 175.15, 178.65, 177.54, 1244, 2.21, 26, 1127, 90.59
POKARNA, EQ, 28-Mar-2019, 171.45, 171.40, 172.10, 170.90, 172.00, 171.30, 171.26, 11350, 19.44, 237, 9349, 82.37
POLYMED, EQ, 28-Mar-2019, 215.20, 216.95, 216.95, 215.05, 215.50, 216.30, 215.72, 2061, 4.45, 181, 562, 27.27
POLYPLEX, EQ, 28-Mar-2019, 502.15, 509.65, 522.50, 507.00, 519.80, 513.10, 514.93, 33433, 172.16, 1000, 26328, 78.75
PONNIERODE, EQ, 28-Mar-2019, 134.90, 131.60, 136.60, 131.50, 134.10, 135.05, 133.75, 1912, 2.56, 87, 1162, 60.77
POWERFUL, SM, 28-Mar-2019, 18.00, 18.25, 18.25, 18.25, 18.25, 18.25, 18.25, 28000, 5.11, 1, 28000, 100.00
POWERGRID, EQ, 28-Mar-2019, 200.20, 200.00, 200.00, 196.45, 197.50, 198.25, 197.95, 9582112, 18967.78, 55038, 6830720, 71.29
POWERMECH, EQ, 28-Mar-2019, 930.35, 925.65, 945.35, 920.00, 920.00, 925.20, 930.63, 1923, 17.90, 285, 1422, 73.95
PPAP, EQ, 28-Mar-2019, 273.40, 274.15, 293.95, 274.00, 288.95, 287.15, 282.96, 13897, 39.32, 850, 6500, 46.77
PRABHAT, EQ, 28-Mar-2019, 79.05, 79.05, 81.00, 78.70, 78.90, 78.95, 79.88, 230894, 184.45, 1614, 158765, 68.76
PRADIP, BE, 28-Mar-2019, 1.15, 1.10, 1.10, 1.10, 1.10, 1.10, 1.10, 3000, 0.03, 6, -, -
PRAENG, EQ, 28-Mar-2019, 8.75, 9.00, 9.00, 8.55, 8.65, 8.75, 8.77, 58185, 5.10, 45, 48101, 82.67
PRAJIND, EQ, 28-Mar-2019, 156.75, 157.00, 158.50, 154.00, 154.10, 154.60, 156.02, 1525278, 2379.72, 14238, 486427, 31.89
PRAKASH, EQ, 28-Mar-2019, 89.55, 90.70, 91.00, 88.00, 88.75, 89.30, 90.55, 1009692, 914.29, 3994, 769189, 76.18
PRAKASHCON, EQ, 28-Mar-2019, 3.70, 3.75, 3.95, 3.70, 3.85, 3.90, 3.83, 154613, 5.93, 116, 121184, 78.38
PRAXIS, EQ, 28-Mar-2019, 175.20, 175.75, 185.00, 175.25, 181.00, 182.55, 180.27, 15789, 28.46, 294, 11757, 74.46
PRECAM, EQ, 28-Mar-2019, 58.80, 58.25, 59.55, 57.80, 58.45, 58.65, 58.63, 7920, 4.64, 158, 5502, 69.47
PRECOT, EQ, 28-Mar-2019, 43.05, 43.25, 44.00, 42.70, 42.70, 42.70, 42.85, 1421, 0.61, 15, 1410, 99.23
PRECWIRE, EQ, 28-Mar-2019, 193.55, 195.15, 196.85, 190.00, 193.70, 192.05, 194.73, 14046, 27.35, 247, 12495, 88.96
PREMEXPLN, EQ, 28-Mar-2019, 231.10, 232.90, 249.70, 231.15, 246.00, 245.70, 242.75, 12694, 30.81, 508, 6511, 51.29
PREMIER, BE, 28-Mar-2019, 6.70, 7.00, 7.00, 6.45, 6.90, 6.90, 6.65, 691, 0.05, 27, -, -
PREMIERPOL, EQ, 28-Mar-2019, 23.60, 25.00, 25.00, 22.10, 22.60, 22.65, 23.18, 6442, 1.49, 40, 5805, 90.11
PRESSMN, EQ, 28-Mar-2019, 28.05, 29.25, 29.90, 28.55, 28.60, 28.70, 28.97, 9899, 2.87, 83, 9219, 93.13
PRESTIGE, EQ, 28-Mar-2019, 249.25, 249.25, 257.10, 248.50, 251.45, 250.70, 253.19, 191905, 485.88, 4190, 89715, 46.75
PRICOLLTD, EQ, 28-Mar-2019, 35.05, 35.10, 36.95, 35.00, 36.85, 36.05, 35.68, 166829, 59.52, 704, 142091, 85.17
PRIMESECU, EQ, 28-Mar-2019, 42.85, 42.00, 42.65, 41.10, 41.45, 41.50, 41.88, 31130, 13.04, 249, 26020, 83.58
PRITI, SM, 28-Mar-2019, 116.00, 92.80, 112.00, 92.80, 112.00, 112.00, 102.40, 3200, 3.28, 2, 3200, 100.00
PROSEED, BE, 28-Mar-2019, 0.40, 0.45, 0.45, 0.35, 0.35, 0.35, 0.40, 135246, 0.54, 85, -, -
PROVOGE, BE, 28-Mar-2019, 1.10, 1.10, 1.15, 1.10, 1.15, 1.15, 1.14, 9059, 0.10, 28, -, -
PROZONINTU, EQ, 28-Mar-2019, 29.45, 29.65, 30.70, 29.60, 29.90, 29.95, 30.16, 67415, 20.34, 394, 41489, 61.54
PRSMJOHNSN, EQ, 28-Mar-2019, 92.35, 93.20, 94.90, 91.75, 94.55, 94.50, 93.89, 246730, 231.66, 3076, 147966, 59.97
PSB, EQ, 28-Mar-2019, 30.60, 31.20, 31.80, 30.95, 31.30, 31.35, 31.29, 426886, 133.56, 2501, 165636, 38.80
PSL, BE, 28-Mar-2019, 0.95, 1.00, 1.00, 0.95, 1.00, 1.00, 0.97, 44844, 0.43, 18, -, -
PSPPROJECT, EQ, 28-Mar-2019, 455.30, 459.70, 462.50, 455.35, 457.50, 458.00, 457.86, 28095, 128.64, 1528, 23108, 82.25
PSUBNKBEES, EQ, 28-Mar-2019, 358.18, 358.15, 369.50, 358.15, 369.50, 366.87, 361.28, 33912, 122.52, 177, 33129, 97.69
PTC, EQ, 28-Mar-2019, 73.70, 73.70, 74.15, 73.20, 73.45, 73.50, 73.54, 503178, 370.02, 9881, 332640, 66.11
PTL, EQ, 28-Mar-2019, 38.75, 39.50, 40.00, 38.60, 39.20, 39.20, 39.52, 8278, 3.27, 69, 6307, 76.19
PUNJABCHEM, EQ, 28-Mar-2019, 668.75, 671.30, 688.50, 669.35, 688.50, 686.45, 680.49, 1376, 9.36, 237, 960, 69.77
PUNJLLOYD, BE, 28-Mar-2019, 2.20, 2.10, 2.25, 2.10, 2.10, 2.10, 2.15, 872043, 18.73, 626, -, -
PURVA, EQ, 28-Mar-2019, 74.75, 74.60, 75.35, 73.50, 73.50, 74.15, 74.54, 224268, 167.17, 3139, 131538, 58.65
PVP, BZ, 28-Mar-2019, 3.25, 3.40, 3.40, 3.20, 3.35, 3.40, 3.31, 411954, 13.64, 72, -, -
PVR, EQ, 28-Mar-2019, 1606.00, 1616.00, 1665.00, 1610.00, 1638.95, 1642.85, 1633.30, 705354, 11520.53, 27795, 194068, 27.51
QGOLDHALF, EQ, 28-Mar-2019, 1411.00, 1411.00, 1411.00, 1403.00, 1409.00, 1409.00, 1406.26, 215, 3.02, 30, 151, 70.23
QNIFTY, EQ, 28-Mar-2019, 1153.00, 1169.50, 1169.50, 1169.50, 1169.50, 1169.50, 1169.50, 5, 0.06, 1, 5, 100.00
QUESS, EQ, 28-Mar-2019, 756.15, 756.15, 768.80, 744.20, 747.05, 746.55, 753.59, 154874, 1167.11, 12615, 92083, 59.46
QUICKHEAL, EQ, 28-Mar-2019, 228.65, 229.00, 233.50, 228.10, 228.30, 228.80, 230.42, 73531, 169.43, 2176, 26849, 36.51
RADAAN, BE, 28-Mar-2019, 2.90, 3.00, 3.00, 2.80, 3.00, 2.90, 2.97, 36410, 1.08, 32, -, -
